sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
1758,TOUCHSTONE TRUST,IN/AIF2/14-15/0104,Category II,Utkarsh Sinha,trust@touchstoneequities.com,,,,,500084,Hyderabad,Telangana,"RAJA PRAASADAMU, LEVEL 2, WING 1 A, BOTANICAL GARDEN ROAD, KONDAPUR, HYDERABAD, TELANGANA, 500084",,"Apr 07, 2014 - Perpetual",aif
1759,TRACXN LABS,IN/AIF1/14-15/0136,Category I,,,,,,,,Bangalore,Karnataka,"IL&FS Trust Company Ltd, AI Latheef, 1st Floor, Union Street, Off Infantry Road, Bangalore, BANGALORE, KARNATAKA",,"Feb 24, 2015 - Perpetual",aif
1760,TrailBlaze ventures trust 1,IN/AIF1/23-24/1365,Category I,naureen mustafa,trailblazeventure@gmail.com,,,,,110070,New Delhi,National Capital Territory Of Delhi,"7178-D-7, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","7178-D-7, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","Oct 09, 2023 - Perpetual",aif
1761,TRANS CONTINENTAL CAPITAL TRUST,IN/AIF1/14-15/0127,Category I,,,,,,,,,,,,"Dec 03, 2014 - Perpetual",aif
1762,Trans Continental Growth Fund,IN/AIF2/25-26/2083,Category II,Sahil Dhowan,sahil@transconcapital.com,,,,,400013,Mumbai,Maharashtra,"B 4145 Paragon Centre Pandurang Budhkar Marg Worli Mumbai 400 013, MUMBAI, MAHARASHTRA, 400013",,"Mar 10, 2026 - Perpetual",aif
1763,TRANSITION VC ANGEL FUND,IN/AIF1/23-24/1335,Category I,ABDUR RAHIM SHINGATI,raiyaan@transitionventurecapital.com,,,,,560062,Bangalore,Karnataka,"24013, Prestige Falcon City,, Kanakpura Road, Konankunte Cross, BANGALORE, KARNATAKA, 560062","24013, Prestige Falcon City, Kanakpura Road, Konankunte Cross, BANGALORE, KARNATAKA, 560062","Aug 23, 2023 - Perpetual",aif
1764,Transition Venture Capital,IN/AIF2/22-23/1174,Category II,Abdur Rahim Raiyaan Shingati,raiyaan@transitionventurecapital.com,,,,,560062,Bangalore,Karnataka,"24013 Prestige Falcon City, Kanakpura Road, Konankunte Cross, BANGALORE, KARNATAKA, 560062","24013 Prestige Falcon City, Kanakpura Road, Konankunte Cross, BANGALORE, KARNATAKA, 560062","Nov 24, 2022 - Perpetual",aif
1765,TRANSITION VENTURE CAPITAL II,IN/AIF2/26-27/2146,Category II,Abdur Raiyaan Shingati,raiyaan@transitionventurecapital.com,,,,,560062,Bangalore,Karnataka,"24013, Prestige Falcon City, Kanakpura Road, Konankunte Cross, BANGALORE, KARNATAKA, 560062",,"Apr 21, 2026 - Perpetual",aif
1766,Translation Endeavors Trust,IN/AIF2/26-27/2189,Category II,Sanea Vakaliya,sanea@translationendeavors.com,,,,,380015,Ahmedabad,Gujarat,"CIIE Building IIMA New Campus Vastrapur, Ahmedabad  380 015 Gujarat, AHMEDABAD, GUJARAT, 380015",,"May 21, 2026 - Perpetual",aif
1767,Treta Opportunities Fund,IN/AIF2/23-24/1351,Category II,Shubhranshu Pani,shubhranshupani@tretafund.com,,,,,400610,Thane,Maharashtra,"1803-1804, Olivia Tower A, Verraton, Neelkanth Woods, Mullabaug, Manpada, THANE, MAHARASHTRA, 400610","1803-1804, Olivia Tower A, Verraton, Neelkanth Woods, Mullabaug, Manpada, THANE, MAHARASHTRA, 400610","Sep 20, 2023 - Perpetual",aif
1768,Trezone Tech and Logistic Evolution Fund,IN/AIF2/25-26/1940,Category II,Ankit Agarwal,ankit@trezoneventures.com,,,,,400093,Mumbai,Maharashtra,"Unit no B 707, Kanakia Wall Street, Andheri, Kurla Road, Hanuman Nagar, Chakala, Andheri East, Mumbai, MUMBAI, MAHARASHTRA, 400093",,"Oct 30, 2025 - Perpetual",aif
1769,TRIBE CAPITAL NAVIGATOR FUND,IN/AIF2/24-25/1538,Category II,Raj Snehil Juneja,raj@tribecap.co,,,,,122002,Gurgaon,Haryana,"84 Akashneem Marg, DLF Phase 2,, Sector 25, sikanderpur Ghosi 68, GURGAON, HARYANA, 122002","84 Akashneem Marg, DLF Phase 2, Sector 25, sikanderpur Ghosi 68, GURGAON, HARYANA, 122002","Jun 18, 2024 - Perpetual",aif
1770,Trident India Growth Fund 1 Trust,IN/AIF2/24-25/1555,Category II,Rajesh Ramaiah,Rajesh@tridentgp.in,,,,,560034,Bangalore,Karnataka,"No.62, 17th Main, 2nd Block, Koramangala, Bangalore 560034, India, BANGALORE, KARNATAKA, 560034","No.62, 17th Main, 2nd Block, Koramangala, Bangalore 560034, India, BANGALORE, KARNATAKA, 560034","Jul 04, 2024 - Perpetual",aif
1771,TRIFECTA LEADERS FUND,IN/AIF2/21-22/0883,Category II,NILESH KOTHARI,nilesh.kothari@trifectacapitalpartners.com,,,,,122002,Gurgaon,Haryana,"45, First Floor, Navjivan Vihar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","DLF Corporate Park, Block 1, Unit 202, DLF City Phase III, MG Road, GURGAON, HARYANA, 122002","May 18, 2021 - Perpetual",aif
1772,Trifecta Leaders Fund - II,IN/AIF2/22-23/1076,Category II,Nilesh  Kothari,gaurav.goel@trifectacapital.in,,,,,122002,Gurgaon,Haryana,"45, First Floor, Navjivan Vihar, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","DLF Corporate Park, Block 1, Unit 202, DLF City Phase III, MG Road, GURGAON, HARYANA, 122002","Jun 03, 2022 - Perpetual",aif
1773,TRIFECTA VENTURE DEBT FUND,IN/AIF2/15-16/0140,Category II,Ayush Gupta,ayush.gupta@trifectacapital.in,,,,,110017,New Delhi,National Capital Territory Of Delhi,"45, FIRST FLOOR, , NAVJIVAN VIHAR, MALVIYA NAGAR, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017",,"Apr 13, 2015 - Perpetual",aif
1774,Trilateral Development Cooperation Fund,IN/AIF2/22-23/1257,Category II,Ankita Shrivastav,compliance@sbicapventures.com,,,,,400013,Mumbai,Maharashtra,"Marathon Futurex, 12th floor, A wing, , Mafatlal Mill Compound, N.M. Joshi Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Marathon Futurex, 12th floor, A wing, , Mafatlal Mill Compound, N.M. Joshi Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Mar 31, 2023 - Perpetual",aif
1775,Trilithon Asset Management,IN/AIF3/25-26/1808,Category III,Abhishek Banerjee,abhishek.banerjee.aif@lotusdew.in,,,,,500032,Hyderabad,Telangana,"Cabin 3, 4th Floor, 1A and 1B Jyoti Imperial, Janardana Hills, Lumbini Avenue, Gachibowli, HYDERABAD, TELANGANA, 500032","Cabin 3, 4th Floor, 1A and 1B Jyoti Imperial, Janardana Hills, Lumbini Avenue, Gachibowli, HYDERABAD, TELANGANA, 500032","May 14, 2025 - Perpetual",aif
1776,Trillium Trust I,IN/AIF2/22-23/1077,Category II,Mayur Padia,mayur@trilliumvc.com,,,,,400001,Mumbai,Maharashtra,"101 Linden House Mahakavi Bhushan Marg, Apollo Bunder Colaba, MUMBAI, MAHARASHTRA, 400001","101 Linden House Mahakavi Bhushan Marg, Apollo Bunder Colaba, MUMBAI, MAHARASHTRA, 400001","Jun 03, 2022 - Perpetual",aif
1777,TRIPURA LAGHU VIKAS TRUST,IN/AIF1/22-23/1114,Category I,SAJIT KUMAR,sajit@sidbiventure.co.in,,,,,400051,Mumbai,Maharashtra,"SIDBI, Swavalamban Bhavan, C 11, G Block, 2nd floor, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","SIDBI, Swavalamban Bhavan, C 11, G Block, 2nd floor, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","Aug 18, 2022 - Perpetual",aif
1778,Trisula Capital AIF,IN/AIF3/26-27/2255,Category III,Vardhman  Lunia,general@trisulacapital.com,,,,,302017,Jaipur,Rajasthan,"Plot No. 42, Shivam Vihar 1, Ramnagiya, Jagatpura, JAIPUR, RAJASTHAN, 302017",,"Jul 09, 2026 - Perpetual",aif
1779,TRITON ALTERNATIVE INVESTMENT TRUST,IN/AIF2/14-15/0130,Category II,,,,,,,400013,Mumbai,Maharashtra,"705 A Wing, Marathon Futurex,, Mafatlal Mills Compound, NM Joshi Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013",,"Jan 22, 2015 - Perpetual",aif
1780,Triveda Capital,IN/AIF2/21-22/0988,Category II,P Ravindra Pai,compliance@trivedacapital.com,9108044334433,9108044334433,,,560052,Bangalore,Karnataka,"NO. 10/1, GROUND FLOOR, LAKSHMINARAYANA COMPLEX, PALACE ROAD, BANGALORE, KARNATAKA, 560052","NO. 10/1, GROUND FLOOR, LAKSHMINARAYANA COMPLEX, PALACE ROAD, BANGALORE, KARNATAKA, 560052","Feb 03, 2022 - Perpetual",aif
1781,True Beacon AIF,IN/AIF3/19-20/0701,Category III,Richard Pattle,richard@truebeacon.com,,,,,560051,Bangalore,Karnataka,"New No. 114, Old No. 72.8, Cunningham Road, SRT Road, BANGALORE, KARNATAKA, 560051","New No. 114, Old No. 72.8, Cunningham Road, SRT Road, BANGALORE, KARNATAKA, 560051","Jun 06, 2019 - Perpetual",aif
1782,True North Credit Opportunities Fund I,IN/AIF2/21-22/0925,Category II,Paras Nayyar,compliance@truenorth.co.in,,,,,400055,Mumbai,Maharashtra,"9/2, Rocklines House, Ground Floor, Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Sep 02, 2021 - Perpetual",aif
1783,TRUE NORTH CREDIT OPPORTUNITIES FUND II,IN/AIF2/25-26/1811,Category II,Sushim Desai,compliance@truenorth.co.in,,,,,400055,Mumbai,Maharashtra,"9 2, Rocklines House, Ground Floor, Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","May 27, 2025 - Perpetual",aif
1784,TRUE NORTH FUND IV,IN/AIF1/25-26/1923,Category I,Rahul  Mehta,rahulm@truenorth.co.in,,,,,400055,Mumbai,Maharashtra,"Rocklines House Ground Floor 9 2 Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C Grand Hyatt Plaza Santacruz East, MUMBAI, MAHARASHTRA, 400055","Oct 14, 2025 - Perpetual",aif
1785,TRUE NORTH FUND V,IN/AIF2/15-16/0165,Category II,,,,,,,560001,Bangalore,Karnataka,"Rocklines House, Ground Floor, 9 2, Museum Road, BANGALORE, KARNATAKA, 560001",,"Jul 27, 2015 - Perpetual",aif
1786,TRUE NORTH FUND V LLP,IN/AIF2/16-17/0303,Category II,,,,,,,560001,Bangalore,Karnataka,"ROCKLINES HOUSE, GROUND FLOOR, 9 by 2, MUSEUM ROAD, BANGALORE, KARNATAKA, 560001",,"Feb 28, 2017 - Perpetual",aif
1787,TRUE NORTH FUND VI,IN/AIF2/17-18/0516,Category II,Paras Nayyar,paras@truenorthco.in,,,,,400055,Mumbai,Maharashtra,"Ground Floor, Rocklines House 9/2, Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C, Grand Hyatt Plaza, Santacruz (East), MUMBAI, MAHARASHTRA, 400055","Jan 19, 2018 - Perpetual",aif
1788,TRUE NORTH FUND VI LLP,IN/AIF2/17-18/0505,Category II,PARAS NAYYAR,compliance@truenorthco.in,,,,,400055,Mumbai,Maharashtra,"Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Nov 23, 2017 - Perpetual",aif
1789,True North Fund VII,IN/AIF2/21-22/1004,Category II,Paras Nayyar,compliance@truenorth.co.in,,,,,400055,Mumbai,Maharashtra,"9/2, Rocklines House, Ground Floor, Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Mar 08, 2022 - Perpetual",aif
1790,True North Fund VII-A,IN/AIF2/22-23/1041,Category II,Paras Nayyar,compliance@truenorth.co.in,,,,,400055,Mumbai,Maharashtra,"9/2, Rocklines House, Ground Floor, Museum Road, BANGALORE, KARNATAKA, 560001","Suite F9C, Grand Hyatt Plaza, Santacruz East, MUMBAI, MAHARASHTRA, 400055","Apr 04, 2022 - Perpetual",aif
1791,Trustline Deep Alpha AIF,IN/AIF3/18-19/0580,Category III,N ArunaGiri N ArunaGiri,arun.giri@trustlineindia.com,,,,,600028,Chennai,Tamil Nadu,"C o Vistra ITCL India Limited , ILFS Financial Centre Plot C 22 G Block BKC Bandra E, MUMBAI, MAHARASHTRA, 400051","39 19 II Floor Aspen Court  6th Main Road   , Raja Annamalai Puram, CHENNAI, TAMIL NADU, 600028","Sep 06, 2018 - Perpetual",aif
1792,TRYROCK CAPITAL TRUST,IN/AIF1/23-24/1298,Category I,Manick  Wadhwa,aif@tryrock.com,,,,,110005,Delhi,National Capital Territory Of Delhi,"718 Dr Joshi Rd Block A , Karol Bagh Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110005","718 Dr Joshi Rd Block A , Karol Bagh Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110005","Jun 22, 2023 - Perpetual",aif
1793,TUNGA INVESTMENT TRUST,IN/AIF3/22-23/1194,Category III,Lakshminarayanan Ganapathi,LN@tungainvestments.com,,,,,560076,Bangalore,Karnataka,"91 Springboard Business Hub Private Limited, 175 and 176, Bannerghatta Main Road, Dollars Colony, BANGALORE, KARNATAKA, 560076","91 Springboard Business Hub Private Limited, 175 and 176, Bannerghatta Main Road, Dollars Colony, BANGALORE, KARNATAKA, 560076","Jan 23, 2023 - Perpetual",aif
1794,Turbostart Angel Fund,IN/AIF1/24-25/1673,Category I,Raghav Mayuranathan,raghav@turbostart.co,,,,,560037,Bangalore,Karnataka,"161, Basavanagar Main Road,  above Reliance Trends,  Vignan Nagar,  Doddanekkundi, Bangalore, BANGALORE, KARNATAKA, 560037","161, Basavanagar Main Road,  above Reliance Trends,  Vignan Nagar,  Doddanekkundi, Bangalore, BANGALORE, KARNATAKA, 560037","Dec 23, 2024 - Perpetual",aif
1795,TURBOSTART INDIA VENTURE CAPITAL FUND,IN/AIF1/26-27/2168,Category I,SUMANT HEGDE,sumant@turbostart.co,,,,,560037,Bangalore,Karnataka,"TURBOSTART HUB, 161, 3RD FLOOR, BASAVANAGAR MAIN RD,, ABOVE RELIANCE TRENDS, VIGNAN NAGAR,, BANGALORE, KARNATAKA, 560037","TURBOSTART HUB, 161, 3RD FLOOR, BASAVANAGAR MAIN RD, ABOVE RELIANCE TRENDS, VIGNAN NAGAR, BANGALORE, KARNATAKA, 560037","May 11, 2026 - Perpetual",aif
1796,Turmeric Capital,IN/AIF2/25-26/1944,Category II,Saurabh  Bajpai,compliance@tcap.com,,,,,400063,Mumbai,Maharashtra,"424 Corporate Avenue Wing A Sonawala Road, Goregaon East Mumbai Maharashtra, MUMBAI, MAHARASHTRA, 400063","424 Corporate Avenue Wing A Sonawala Road, Goregaon East Mumbai Maharashtra, MUMBAI, MAHARASHTRA, 400063","Nov 03, 2025 - Perpetual",aif
1797,Tusk Investment Trust,IN/AIF2/23-24/1444,Category II,PRANAY  AGARWAL,contact.us@tuskinvest.com,,,,,700017,Kolkata,West Bengal,"Jassal House FL 13 4A, Auckland Square Park Circus, KOLKATA, WEST BENGAL, 700017","Jassal House FL 13 4A, Auckland Square Park Circus, KOLKATA, WEST BENGAL, 700017","Feb 02, 2024 - Perpetual",aif
1798,Tusk Investments Public Market Trust,IN/AIF3/24-25/1614,Category III,Raunak Agarwal,raunak.agarwal@tuskinvest.com,,,,,700017,Kolkata,West Bengal,"Jassal House Fl 13, 4 A Auckland Square Shakespeare, Sarani Park Circus, KOLKATA, WEST BENGAL, 700017","Jassal House Fl 13, 4 A Auckland Square Shakespeare, Sarani Park Circus, KOLKATA, WEST BENGAL, 700017","Oct 18, 2024 - Perpetual",aif
1799,TVISHA CAPITAL,IN/AIF3/24-25/1731,Category III,DEEPAK KHARWAD,deepak.kharwad@gmail.com,,,,,400086,Mumbai,Maharashtra,"B 702, 7th Floor, Neelkanth Business Park, near Bus Depot, Kirol Village, Vidyavihar West, MUMBAI, MAHARASHTRA, 400086","B 702, 7th Floor, Neelkanth Business Park, near Bus Depot, Kirol Village, Vidyavihar West, MUMBAI, MAHARASHTRA, 400086","Feb 20, 2025 - Perpetual",aif
1800,TVS SHRIRAM GROWTH AIF TRUST,IN/AIF2/17-18/0503,Category II,R JAGANNATHAN,R.JAGANNATHAN@TVSCAPITAL.IN,,,,,600018,Chennai,Tamil Nadu,"119, Greenways Towers, 2nd Floor, St Marys Road, Abhiramapuram, CHENNAI, TAMIL NADU, 600018","249-A, Ambujammal Street, Alwarpet, CHENNAI, TAMIL NADU, 600018","Nov 16, 2017 - Perpetual",aif
1801,TVS SHRIRAM GROWTH AIF TRUST II,IN/AIF2/23-24/1429,Category II,Ravi Krishnan S,s.ravikrishnan@tvscapital.in,,,,,600018,Chennai,Tamil Nadu,"2nd Floor, Greenways Towers, No. 119, St. Marys Road, Abhiramapuram, CHENNAI, TAMIL NADU, 600018","2nd Floor, Greenways Towers, No. 119, St. Marys Road, Abhiramapuram, CHENNAI, TAMIL NADU, 600018","Jan 16, 2024 - Perpetual",aif
1802,TWENTYTHREE 80 ALTERNATIVE INVESTMENT TRUST,IN/AIF2/25-26/1837,Category II,Suresh Prabhala,sp@2380capital.com,,,,,400051,Mumbai,Maharashtra,"1st floor F3B Electric Mansion Appasaheb Marathe Marg Prabhadevi Mumbai Maharashtra India 400025, MUMBAI, MAHARASHTRA, 400025","Tablespace Technologies Private Limited 7th Floor Godrej BKC Plot No C68G Block BKC Bandra East Mumb, MUMBAI, MAHARASHTRA, 400051","Jul 04, 2025 - Perpetual",aif
1803,TWIN AND BULL INDIA FUND,IN/AIF2/22-23/1073,Category II,Janardhan Rao,janardhan@prabhullc.net,,,,,560048,Bangalore,Karnataka,"Trifecta Adatto, B Wing, 12th Floor, Garudacharpalya, Whitefield Main Road, BANGALORE, KARNATAKA, 560048","Trifecta Adatto, B Wing, 12th Floor, Garudacharpalya, Whitefield Main Road, BANGALORE, KARNATAKA, 560048","May 27, 2022 - Perpetual",aif
1804,Two X Capital Investment Trust,IN/AIF3/25-26/1869,Category III,Tanmay Khandelwal,contact@twoxcapital.com,,,,,452018,Indore,Madhya Pradesh,"4-5/2, Tulsi Chamber, Old Palasiya, , Greater Kailash Road, Tilak Nagar, INDORE, MADHYA PRADESH, 452018","4-5/2, Tulsi Chamber, Old Palasiya, , Greater Kailash Road, Tilak Nagar, INDORE, MADHYA PRADESH, 452018","Aug 04, 2025 - Perpetual",aif
1805,Tykhe India Fund,IN/AIF2/25-26/2057,Category II,Abhineet Sonkar,abhineet.sonkar.iimb@gmail.com,,,,,122022,Gurugram,Haryana,"CoWrks Tower A, Paras Twin Towers, Sector 54, GURUGRAM, HARYANA, 122022","CoWrks Tower A, Paras Twin Towers, Sector 54, GURUGRAM, HARYANA, 122022","Feb 16, 2026 - Perpetual",aif
1806,Ubharte Sitaare Fund,IN/AIF2/21-22/0905,Category II,Amit Paul,amitpaul@sidbiventure.co.in,,,,,400051,Mumbai,Maharashtra,"SIDBI, Swavalamban Bhavan, C 11, G Block, 2nd floor, Bandra Kurla Complex, Bandra E, Mumbai  400 051, MUMBAI, MAHARASHTRA, 400051","SIDBI, Swavalamban Bhavan, C 11, G Block, 2nd floor, Bandra Kurla Complex, Bandra E, Mumbai  400 051, MUMBAI, MAHARASHTRA, 400051","Jul 09, 2021 - Perpetual",aif
1807,UC Impower Trust,IN/AIF2/21-22/1006,Category II,Vikas Sarda,vsarda@unituscapital.com,,,,,560025,Bangalore,Karnataka,"No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025","No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025","Mar 09, 2022 - Perpetual",aif
1808,UC-RNT FUND,IN/AIF2/16-17/0225,Category II,,,,,,,400001,Mumbai,Maharashtra,"West Floor  3rd, 10 Elphinstone Building,Veer Nariman Road , Horniman Circle, Fort, MUMBAI, MAHARASHTRA, 400001",,"May 17, 2016 - Perpetual",aif
1809,UK India Development Cooperation Fund,IN/AIF2/20-21/0849,Category II,Ankita  Shrivastav,ankita.shrivastav@sbicaps.com,,,,,400013,Mumbai,Maharashtra,"610, 6th Floor, Ansal Bhawan, Kasturba Gandhi Marg, Connaught Place, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","1501 C, 15th Floor, Tower 1, One Indiabulls centre , Jupiter Mills, Off Senapati bapat Marg, Lower Parel, Mumbai 400013, MUMBAI, MAHARASHTRA, 400013","Jan 07, 2021 - Perpetual",aif
1810,UNICORN FUND,IN/AIF3/25-26/1858,Category III,NISARG POPAT,roopal@singhania.com,,,,,380018,Ahmedabad,Gujarat,"Block M5 Sumel 10 Phase I, M H Mill Compound Opp Ambedkar Hall Saraspur, AHMEDABAD, GUJARAT, 380018","Block M5 Sumel 10 Phase I, M H Mill Compound Opp Ambedkar Hall Saraspur, AHMEDABAD, GUJARAT, 380018","Jul 23, 2025 - Perpetual",aif
1811,UNICORN INDIA VENTURES DEBT FUND - I,IN/AIF2/17-18/0506,Category II,Sudip Bandyopadhyay,sudip@unicornivc.com,9102261424700,9102261424700,,,400013,Mumbai,Maharashtra,"204 2nd Floor B Wing  Phoenix House S.B. Marg , Lower Parel WEST, MUMBAI, MAHARASHTRA, 400013","204 2nd Floor B Wing  Phoenix House S.B. Marg , Lower Parel WEST, MUMBAI, MAHARASHTRA, 400013","Nov 27, 2017 - Perpetual",aif
1812,UNICORN INDIA VENTURES TRUST,IN/AIF1/15-16/0159,Category I,Anil Joshi,anil@unicornivc.com,,,,,400018,Mumbai,Maharashtra,"5th Floor, Nehru Centre, Worli, MUMBAI, MAHARASHTRA, 400018","5th Floor, Nehru Centre, Worli, MUMBAI, MAHARASHTRA, 400018","Jun 25, 2015 - Perpetual",aif
1813,UNICORN INDIA VENTURES TRUST,IN/AIF1/15-16/159,Category I,,,,,,,,,,,,"Jun 25, 2015 - Perpetual",aif
1814,UNIFI AIF,IN/AIF3/12-13/26,Category III,,,,,,,,,,,,"Jan 23, 2013 - Perpetual",aif
1815,Unifi Umbrella AIF,IN/AIF3/21-22/0872,Category III,Vigneshwaran Ravichandran,rvignesh@unificap.com,,,,,600006,Chennai,Tamil Nadu,"8th Floor, A Block, Shivsagar Estate, Dr. Annie Besant Road, Worli, MUMBAI, MAHARASHTRA, 400018","11 Kakani Towers, 15 Khader Nawaz Khan Road, CHENNAI, TAMIL NADU, 600006","Apr 01, 2021 - Perpetual",aif
1816,UNIQORN VENTURES FUND,IN/AIF1/15-16/163,Category I,,,,,,,560001,Bangalore,Karnataka,"No.5, Crescent Road, High Grounds, Kumara Park East, BANGALORE, KARNATAKA, 560001",,"Jul 08, 2015 - Perpetual",aif
1817,Unitary Fund,IN/AIF2/18-19/0644,Category II,Rahul Chandra,rahul@unitaryhelion.com,,,,,560071,Bangalore,Karnataka,"261 3rd Cross Road Near Udupi Park  Stage 2 Domlur , Bengaluru, BANGALORE, KARNATAKA, 560071","261 3rd Cross Road Near Udupi Park  Stage 2 Domlur , Bengaluru, BANGALORE, KARNATAKA, 560071","Mar 08, 2019 - Perpetual",aif
1818,Unitary Trust II,IN/AIF2/23-24/1303,Category II,Rahul  Chandra,rahul@arkamvc.com,,,,,560071,Bangalore,Karnataka,"261 3rd Cross Road Near Udupi Park Stage 2 Domlur Bengaluru, BANGALORE, KARNATAKA, 560071","261 3rd Cross Road Near Udupi Park Stage 2 Domlur Bengaluru, BANGALORE, KARNATAKA, 560071","Jun 30, 2023 - Perpetual",aif
1819,UNITUS SEED FUND INDIA,IN/AIF1/13-14/0090,Category I,,,,,,,560025,Bangalore,Karnataka,"No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025",,"Dec 18, 2013 - Perpetual",aif
1820,Unitus Seed Fund India II,IN/AIF2/17-18/0364,Category II,Srikrishna Ramamoorthy,sri@usf.vc,0008067236400,0008067236400,,,560025,Bangalore,Karnataka,"No 99/100,Prestige Towers,2nd Floor , Residency Road, BANGALORE, KARNATAKA, 560025",,"Sep 12, 2017 - Perpetual",aif
1821,Unlock Capital Trust,IN/AIF2/25-26/2080,Category II,Siddharth Talwar,llp@unlockcapital.in,,,,,400034,Mumbai,Maharashtra,"1401, 14th Floor, South Tower, The Imperial, B.B. Nakashe Marg, Tardeo, MUMBAI, MAHARASHTRA, 400034",,"Mar 06, 2026 - Perpetual",aif
1822,Upstreet India Infinity Fund,IN/AIF3/22-23/1136,Category III,Radhakrishna Bhandary,rk@upstreet.in,,,,,500081,Hyderabad,Telangana,"Flat E-03, Bollineni Homes, HYDERABAD, TELANGANA, 500081","Flat E-03, Bollineni Homes, HYDERABAD, TELANGANA, 500081","Sep 15, 2022 - Perpetual",aif
1823,UPSURGE INVESTMENT TRUST,IN/AIF3/25-26/1844,Category III,Mayank Goyal,mayank@upsurgeindia.com,,,,,400053,Mumbai,Maharashtra,"303, Morya Landmark 1, Off New Link Road, Behind Crystal Plaza, Andheri West, MUMBAI, MAHARASHTRA, 400053","303, Morya Landmark 1, Off New Link Road, Behind Crystal Plaza, Andheri West, MUMBAI, MAHARASHTRA, 400053","Jul 10, 2025 - Perpetual",aif
1824,UTC FRONTIER INNOVATION FUND,IN/AIF1/25-26/1998,Category I,SIDDARTH PAI,SIDDARTH@3ONE4CAPITAL.COM,,,,,560001,Bangalore,Karnataka,"OFFICE NO. 01, 5th FLOOR, 1 SOBHA, 50 ST. MARKS ROAD, BANGALORE, KARNATAKA, 560001","OFFICE NO. 01, 5th FLOOR, 1 SOBHA, 50 ST. MARKS ROAD, BANGALORE, KARNATAKA, 560001","Dec 22, 2025 - Perpetual",aif
1825,UTI Emerging India Opportunities Fund,IN/AIF2/18-19/0576,Category II,Ashutosh Binayake,ashutosh.binayake@uti.co.in,,,,,400051,Mumbai,Maharashtra,"UTI Tower First Floor Gn Block Bandra Kurla Complex , Bandra East, MUMBAI, MAHARASHTRA, 400051","UTI Tower First Floor Gn Block Bandra Kurla Complex , Bandra East, MUMBAI, MAHARASHTRA, 400051","Aug 24, 2018 - Perpetual",aif
1826,UTI MULTI OPPORTUNITIES FUND,IN/AIF2/21-22/0994,Category II,Ashutosh Binayake,ashutosh.binayake@uti.co.in,,,,,400051,Mumbai,Maharashtra,"UTI Tower Gn Block Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","UTI Tower Gn Block Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Feb 14, 2022 - Perpetual",aif
1827,UTI SDOF GROWTH THEME FUND,IN/AIF2/22-23/1044,Category II,ASHUTOSH BINAYAKE,ASHUTOSH.BINAYAKE@UTI.CO.IN,,,,,400051,Mumbai,Maharashtra,"UTI Tower, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","UTI Tower, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Apr 05, 2022 - Perpetual",aif
1828,Utilis Fund,IN/AIF2/16-17/0254,Category II,,,,,,,,,,,,"Aug 24, 2016 - Perpetual",aif
